contestID,choiceID,precID,precname,splitID,splitname,count,cont_ch
382,600,871,GE0007,874,FED14 DEM,0,382_600
382,605,871,GE0007,874,FED14 DEM,0,382_605
381,570,871,GE0007,875,FED14 REP,0,381_570
182,110,876,GE0008,876,236 DEM,0,182_110
182,115,876,GE0008,876,236 DEM,0,182_115
182,120,876,GE0008,876,236 DEM,0,182_120
182,130,876,GE0008,876,236 DEM,0,182_130
182,135,876,GE0008,876,236 DEM,0,182_135
182,140,876,GE0008,876,236 DEM,0,182_140
192,155,876,GE0008,876,236 DEM,0,192_155
192,160,876,GE0008,876,236 DEM,0,192_160
192,165,876,GE0008,876,236 DEM,0,192_165
192,170,876,GE0008,876,236 DEM,0,192_170
192,175,876,GE0008,876,236 DEM,0,192_175
192,180,876,GE0008,876,236 DEM,0,192_180
192,185,876,GE0008,876,236 DEM,0,192_185
192,190,876,GE0008,876,236 DEM,0,192_190
202,200,876,GE0008,876,236 DEM,0,202_200
212,215,876,GE0008,876,236 DEM,0,212_215
222,225,876,GE0008,876,236 DEM,0,222_225
382,575,876,GE0008,876,236 DEM,0,382_575
382,580,876,GE0008,876,236 DEM,0,382_580
382,585,876,GE0008,876,236 DEM,0,382_585
382,590,876,GE0008,876,236 DEM,0,382_590
382,595,876,GE0008,876,236 DEM,0,382_595
382,600,876,GE0008,876,236 DEM,0,382_600
382,605,876,GE0008,876,236 DEM,0,382_605
676,915,876,GE0008,876,236 DEM,0,676_915
676,920,876,GE0008,876,236 DEM,0,676_920
677,925,876,GE0008,876,236 DEM,0,677_925
677,930,876,GE0008,876,236 DEM,0,677_930
1112,1220,876,GE0008,876,236 DEM,0,1112_1220
2022,2120,876,GE0008,876,236 DEM,0,2022_2120
3007,1,876,GE0008,876,236 DEM,0,3007_1
3032,1,876,GE0008,876,236 DEM,0,3032_1
3032,2,876,GE0008,876,236 DEM,0,3032_2
3097,1,876,GE0008,876,236 DEM,0,3097_1
4022,3775,876,GE0008,876,236 DEM,0,4022_3775
4022,3780,876,GE0008,876,236 DEM,0,4022_3780
9384,1,876,GE0008,876,236 DEM,0,9384_1
8003,1,876,GE0008,876,236 DEM,0,8003_1
8003,2,876,GE0008,876,236 DEM,0,8003_2
181,100,876,GE0008,877,236 REP,0,181_100
181,105,876,GE0008,877,236 REP,0,181_105
191,145,876,GE0008,877,236 REP,0,191_145
191,150,876,GE0008,877,236 REP,0,191_150
201,195,876,GE0008,877,236 REP,0,201_195
211,210,876,GE0008,877,236 REP,0,211_210
221,220,876,GE0008,877,236 REP,0,221_220
381,570,876,GE0008,877,236 REP,0,381_570
1111,1215,876,GE0008,877,236 REP,0,1111_1215
2021,2115,876,GE0008,877,236 REP,0,2021_2115
3006,1,876,GE0008,877,236 REP,0,3006_1
3006,2,876,GE0008,877,236 REP,0,3006_2
3031,1,876,GE0008,877,236 REP,0,3031_1
3031,2,876,GE0008,877,236 REP,0,3031_2
3036,1,876,GE0008,877,236 REP,0,3036_1
3096,1,876,GE0008,877,236 REP,0,3096_1
7369,1,876,GE0008,877,236 REP,0,7369_1
4021,3760,876,GE0008,877,236 REP,0,4021_3760
4021,3765,876,GE0008,877,236 REP,0,4021_3765
4021,3770,876,GE0008,877,236 REP,0,4021_3770
4571,3755,876,GE0008,877,236 REP,0,4571_3755
9385,1,876,GE0008,877,236 REP,0,9385_1
8003,1,876,GE0008,877,236 REP,0,8003_1
8003,2,876,GE0008,877,236 REP,0,8003_2
8003,1,876,GE0008,878,236 NP,0,8003_1
8003,2,876,GE0008,878,236 NP,0,8003_2
382,575,876,GE0008,879,FED14 DEM,0,382_575
382,580,876,GE0008,879,FED14 DEM,0,382_580
382,585,876,GE0008,879,FED14 DEM,0,382_585
382,590,876,GE0008,879,FED14 DEM,0,382_590
382,595,876,GE0008,879,FED14 DEM,0,382_595
382,600,876,GE0008,879,FED14 DEM,0,382_600
382,605,876,GE0008,879,FED14 DEM,0,382_605
381,570,876,GE0008,880,FED14 REP,0,381_570
182,110,881,GE0009,881,237 DEM,0,182_110
182,115,881,GE0009,881,237 DEM,0,182_115
182,120,881,GE0009,881,237 DEM,0,182_120
182,130,881,GE0009,881,237 DEM,0,182_130
182,135,881,GE0009,881,237 DEM,0,182_135
182,140,881,GE0009,881,237 DEM,0,182_140
192,155,881,GE0009,881,237 DEM,0,192_155
192,160,881,GE0009,881,237 DEM,0,192_160
192,165,881,GE0009,881,237 DEM,0,192_165
192,170,881,GE0009,881,237 DEM,0,192_170
192,175,881,GE0009,881,237 DEM,0,192_175
192,180,881,GE0009,881,237 DEM,0,192_180
192,185,881,GE0009,881,237 DEM,0,192_185
192,190,881,GE0009,881,237 DEM,0,192_190
202,200,881,GE0009,881,237 DEM,0,202_200
212,215,881,GE0009,881,237 DEM,0,212_215
222,225,881,GE0009,881,237 DEM,0,222_225
382,575,881,GE0009,881,237 DEM,0,382_575
382,580,881,GE0009,881,237 DEM,0,382_580
382,585,881,GE0009,881,237 DEM,0,382_585
382,590,881,GE0009,881,237 DEM,0,382_590
382,595,881,GE0009,881,237 DEM,0,382_595
382,600,881,GE0009,881,237 DEM,0,382_600
382,605,881,GE0009,881,237 DEM,0,382_605
676,915,881,GE0009,881,237 DEM,0,676_915
676,920,881,GE0009,881,237 DEM,0,676_920
677,925,881,GE0009,881,237 DEM,0,677_925
677,930,881,GE0009,881,237 DEM,0,677_930
1862,1950,881,GE0009,881,237 DEM,0,1862_1950
3007,1,881,GE0009,881,237 DEM,0,3007_1
3032,1,881,GE0009,881,237 DEM,0,3032_1
3032,2,881,GE0009,881,237 DEM,0,3032_2
3097,1,881,GE0009,881,237 DEM,0,3097_1
4022,3775,881,GE0009,881,237 DEM,0,4022_3775
4022,3780,881,GE0009,881,237 DEM,0,4022_3780
9386,1,881,GE0009,881,237 DEM,0,9386_1
8003,1,881,GE0009,881,237 DEM,0,8003_1
8003,2,881,GE0009,881,237 DEM,0,8003_2
181,100,881,GE0009,882,237 REP,0,181_100
181,105,881,GE0009,882,237 REP,0,181_105
191,145,881,GE0009,882,237 REP,0,191_145
191,150,881,GE0009,882,237 REP,0,191_150
201,195,881,GE0009,882,237 REP,0,201_195
211,210,881,GE0009,882,237 REP,0,211_210
221,220,881,GE0009,882,237 REP,0,221_220
381,570,881,GE0009,882,237 REP,0,381_570
1861,1940,881,GE0009,882,237 REP,0,1861_1940
1861,1945,881,GE0009,882,237 REP,0,1861_1945
3006,1,881,GE0009,882,237 REP,0,3006_1
3006,2,881,GE0009,882,237 REP,0,3006_2
3031,1,881,GE0009,882,237 REP,0,3031_1
3031,2,881,GE0009,882,237 REP,0,3031_2
3036,1,881,GE0009,882,237 REP,0,3036_1
3096,1,881,GE0009,882,237 REP,0,3096_1
7369,1,881,GE0009,882,237 REP,0,7369_1
4021,3760,881,GE0009,882,237 REP,0,4021_3760
4021,3765,881,GE0009,882,237 REP,0,4021_3765
4021,3770,881,GE0009,882,237 REP,0,4021_3770
4571,3755,881,GE0009,882,237 REP,0,4571_3755
9387,1,881,GE0009,882,237 REP,0,9387_1
8003,1,881,GE0009,882,237 REP,0,8003_1
8003,2,881,GE0009,882,237 REP,0,8003_2
8003,1,881,GE0009,883,237 NP,0,8003_1
8003,2,881,GE0009,883,237 NP,0,8003_2
382,575,881,GE0009,884,FED14 DEM,0,382_575
382,580,881,GE0009,884,FED14 DEM,0,382_580
382,585,881,GE0009,884,FED14 DEM,0,382_585
382,590,881,GE0009,884,FED14 DEM,0,382_590
382,595,881,GE0009,884,FED14 DEM,0,382_595
382,600,881,GE0009,884,FED14 DEM,0,382_600
382,605,881,GE0009,884,FED14 DEM,0,382_605
381,570,881,GE0009,885,FED14 REP,0,381_570
182,110,886,GE0010,886,238 DEM,0,182_110
182,115,886,GE0010,886,238 DEM,0,182_115
182,120,886,GE0010,886,238 DEM,0,182_120
182,130,886,GE0010,886,238 DEM,0,182_130
182,135,886,GE0010,886,238 DEM,0,182_135
182,140,886,GE0010,886,238 DEM,0,182_140
192,155,886,GE0010,886,238 DEM,0,192_155
192,160,886,GE0010,886,238 DEM,0,192_160
192,165,886,GE0010,886,238 DEM,0,192_165
192,170,886,GE0010,886,238 DEM,0,192_170
192,175,886,GE0010,886,238 DEM,0,192_175
192,180,886,GE0010,886,238 DEM,0,192_180
192,185,886,GE0010,886,238 DEM,0,192_185
192,190,886,GE0010,886,238 DEM,0,192_190
202,200,886,GE0010,886,238 DEM,0,202_200
212,215,886,GE0010,886,238 DEM,0,212_215
222,225,886,GE0010,886,238 DEM,0,222_225
382,575,886,GE0010,886,238 DEM,0,382_575
382,580,886,GE0010,886,238 DEM,0,382_580
382,585,886,GE0010,886,238 DEM,0,382_585
382,590,886,GE0010,886,238 DEM,0,382_590
382,595,886,GE0010,886,238 DEM,0,382_595
382,600,886,GE0010,886,238 DEM,0,382_600
382,605,886,GE0010,886,238 DEM,0,382_605
676,915,886,GE0010,886,238 DEM,0,676_915
676,920,886,GE0010,886,238 DEM,0,676_920
677,925,886,GE0010,886,238 DEM,0,677_925
677,930,886,GE0010,886,238 DEM,0,677_930
1862,1950,886,GE0010,886,238 DEM,0,1862_1950
3007,1,886,GE0010,886,238 DEM,0,3007_1
3032,1,886,GE0010,886,238 DEM,0,3032_1
3032,2,886,GE0010,886,238 DEM,0,3032_2
3097,1,886,GE0010,886,238 DEM,0,3097_1
4022,3775,886,GE0010,886,238 DEM,0,4022_3775
4022,3780,886,GE0010,886,238 DEM,0,4022_3780
181,100,886,GE0010,887,238 REP,0,181_100
181,105,886,GE0010,887,238 REP,0,181_105
191,145,886,GE0010,887,238 REP,0,191_145
191,150,886,GE0010,887,238 REP,0,191_150
201,195,886,GE0010,887,238 REP,0,201_195
211,210,886,GE0010,887,238 REP,0,211_210
221,220,886,GE0010,887,238 REP,0,221_220
381,570,886,GE0010,887,238 REP,0,381_570
1861,1940,886,GE0010,887,238 REP,0,1861_1940
1861,1945,886,GE0010,887,238 REP,0,1861_1945
3006,1,886,GE0010,887,238 REP,0,3006_1
3006,2,886,GE0010,887,238 REP,0,3006_2
3031,1,886,GE0010,887,238 REP,0,3031_1
3031,2,886,GE0010,887,238 REP,0,3031_2
3036,1,886,GE0010,887,238 REP,0,3036_1
3096,1,886,GE0010,887,238 REP,0,3096_1
7369,1,886,GE0010,887,238 REP,0,7369_1
4021,3760,886,GE0010,887,238 REP,0,4021_3760
4021,3765,886,GE0010,887,238 REP,0,4021_3765
4021,3770,886,GE0010,887,238 REP,0,4021_3770
4571,3755,886,GE0010,887,238 REP,0,4571_3755
9389,1,886,GE0010,887,238 REP,0,9389_1
382,575,886,GE0010,888,FED14 DEM,0,382_575
382,580,886,GE0010,888,FED14 DEM,0,382_580
382,585,886,GE0010,888,FED14 DEM,0,382_585
382,590,886,GE0010,888,FED14 DEM,0,382_590
382,595,886,GE0010,888,FED14 DEM,0,382_595
382,600,886,GE0010,888,FED14 DEM,0,382_600
382,605,886,GE0010,888,FED14 DEM,0,382_605
381,570,886,GE0010,889,FED14 REP,0,381_570
182,110,890,GE0011,890,239 DEM,0,182_110
182,115,890,GE0011,890,239 DEM,0,182_115
182,120,890,GE0011,890,239 DEM,0,182_120
182,130,890,GE0011,890,239 DEM,0,182_130
182,135,890,GE0011,890,239 DEM,0,182_135
182,140,890,GE0011,890,239 DEM,0,182_140
192,155,890,GE0011,890,239 DEM,0,192_155
192,160,890,GE0011,890,239 DEM,0,192_160
192,165,890,GE0011,890,239 DEM,0,192_165
192,170,890,GE0011,890,239 DEM,0,192_170
192,175,890,GE0011,890,239 DEM,0,192_175
192,180,890,GE0011,890,239 DEM,0,192_180
192,185,890,GE0011,890,239 DEM,0,192_185
192,190,890,GE0011,890,239 DEM,0,192_190
202,200,890,GE0011,890,239 DEM,0,202_200
212,215,890,GE0011,890,239 DEM,0,212_215
222,225,890,GE0011,890,239 DEM,0,222_225
382,575,890,GE0011,890,239 DEM,0,382_575
382,580,890,GE0011,890,239 DEM,0,382_580
382,585,890,GE0011,890,239 DEM,0,382_585
382,590,890,GE0011,890,239 DEM,0,382_590
382,595,890,GE0011,890,239 DEM,0,382_595
382,600,890,GE0011,890,239 DEM,0,382_600
382,605,890,GE0011,890,239 DEM,0,382_605
676,915,890,GE0011,890,239 DEM,0,676_915
676,920,890,GE0011,890,239 DEM,0,676_920
677,925,890,GE0011,890,239 DEM,0,677_925
677,930,890,GE0011,890,239 DEM,0,677_930
1862,1950,890,GE0011,890,239 DEM,0,1862_1950
3007,1,890,GE0011,890,239 DEM,0,3007_1
3032,1,890,GE0011,890,239 DEM,0,3032_1
3032,2,890,GE0011,890,239 DEM,0,3032_2
3097,1,890,GE0011,890,239 DEM,0,3097_1
4022,3775,890,GE0011,890,239 DEM,0,4022_3775
4022,3780,890,GE0011,890,239 DEM,0,4022_3780
9390,1,890,GE0011,890,239 DEM,0,9390_1
181,100,890,GE0011,891,239 REP,0,181_100
181,105,890,GE0011,891,239 REP,0,181_105
191,145,890,GE0011,891,239 REP,0,191_145
191,150,890,GE0011,891,239 REP,0,191_150
201,195,890,GE0011,891,239 REP,0,201_195
211,210,890,GE0011,891,239 REP,0,211_210
221,220,890,GE0011,891,239 REP,0,221_220
381,570,890,GE0011,891,239 REP,0,381_570
1861,1940,890,GE0011,891,239 REP,0,1861_1940
1861,1945,890,GE0011,891,239 REP,0,1861_1945
3006,1,890,GE0011,891,239 REP,0,3006_1
3006,2,890,GE0011,891,239 REP,0,3006_2
3031,1,890,GE0011,891,239 REP,0,3031_1
3031,2,890,GE0011,891,239 REP,0,3031_2
3036,1,890,GE0011,891,239 REP,0,3036_1
3096,1,890,GE0011,891,239 REP,0,3096_1
7369,1,890,GE0011,891,239 REP,0,7369_1
4021,3760,890,GE0011,891,239 REP,0,4021_3760
4021,3765,890,GE0011,891,239 REP,0,4021_3765
4021,3770,890,GE0011,891,239 REP,0,4021_3770
4571,3755,890,GE0011,891,239 REP,0,4571_3755
9391,1,890,GE0011,891,239 REP,0,9391_1
9391,2,890,GE0011,891,239 REP,0,9391_2
382,575,890,GE0011,892,FED14 DEM,0,382_575
382,580,890,GE0011,892,FED14 DEM,0,382_580
382,585,890,GE0011,892,FED14 DEM,0,382_585
382,590,890,GE0011,892,FED14 DEM,0,382_590
382,595,890,GE0011,892,FED14 DEM,0,382_595
382,600,890,GE0011,892,FED14 DEM,0,382_600
382,605,890,GE0011,892,FED14 DEM,0,382_605
381,570,890,GE0011,893,FED14 REP,0,381_570
182,110,890,GE0011,894,240 DEM,0,182_110
182,115,890,GE0011,894,240 DEM,0,182_115
182,120,890,GE0011,894,240 DEM,0,182_120
182,130,890,GE0011,894,240 DEM,0,182_130
182,135,890,GE0011,894,240 DEM,0,182_135
182,140,890,GE0011,894,240 DEM,0,182_140
192,155,890,GE0011,894,240 DEM,0,192_155
192,160,890,GE0011,894,240 DEM,0,192_160
192,165,890,GE0011,894,240 DEM,0,192_165
192,170,890,GE0011,894,240 DEM,0,192_170
192,175,890,GE0011,894,240 DEM,0,192_175
192,180,890,GE0011,894,240 DEM,0,192_180
192,185,890,GE0011,894,240 DEM,0,192_185
192,190,890,GE0011,894,240 DEM,0,192_190
202,200,890,GE0011,894,240 DEM,0,202_200
212,215,890,GE0011,894,240 DEM,0,212_215
222,225,890,GE0011,894,240 DEM,0,222_225
382,575,890,GE0011,894,240 DEM,0,382_575
382,580,890,GE0011,894,240 DEM,0,382_580
382,585,890,GE0011,894,240 DEM,0,382_585
382,590,890,GE0011,894,240 DEM,0,382_590
382,595,890,GE0011,894,240 DEM,0,382_595
382,600,890,GE0011,894,240 DEM,0,382_600
382,605,890,GE0011,894,240 DEM,0,382_605
676,915,890,GE0011,894,240 DEM,0,676_915
676,920,890,GE0011,894,240 DEM,0,676_920
677,925,890,GE0011,894,240 DEM,0,677_925
677,930,890,GE0011,894,240 DEM,0,677_930
1862,1950,890,GE0011,894,240 DEM,0,1862_1950
3007,1,890,GE0011,894,240 DEM,0,3007_1
3032,1,890,GE0011,894,240 DEM,0,3032_1
3032,2,890,GE0011,894,240 DEM,0,3032_2
3097,1,890,GE0011,894,240 DEM,0,3097_1
4022,3775,890,GE0011,894,240 DEM,0,4022_3775
4022,3780,890,GE0011,894,240 DEM,0,4022_3780
9390,1,890,GE0011,894,240 DEM,0,9390_1
8003,1,890,GE0011,894,240 DEM,0,8003_1
8003,2,890,GE0011,894,240 DEM,0,8003_2
181,100,890,GE0011,895,240 REP,0,181_100
181,105,890,GE0011,895,240 REP,0,181_105
191,145,890,GE0011,895,240 REP,0,191_145
191,150,890,GE0011,895,240 REP,0,191_150
201,195,890,GE0011,895,240 REP,0,201_195
211,210,890,GE0011,895,240 REP,0,211_210
221,220,890,GE0011,895,240 REP,0,221_220
381,570,890,GE0011,895,240 REP,0,381_570
1861,1940,890,GE0011,895,240 REP,0,1861_1940
1861,1945,890,GE0011,895,240 REP,0,1861_1945
3006,1,890,GE0011,895,240 REP,0,3006_1
3006,2,890,GE0011,895,240 REP,0,3006_2
3031,1,890,GE0011,895,240 REP,0,3031_1
3031,2,890,GE0011,895,240 REP,0,3031_2
3036,1,890,GE0011,895,240 REP,0,3036_1
3096,1,890,GE0011,895,240 REP,0,3096_1
7369,1,890,GE0011,895,240 REP,0,7369_1
4021,3760,890,GE0011,895,240 REP,0,4021_3760
4021,3765,890,GE0011,895,240 REP,0,4021_3765
4021,3770,890,GE0011,895,240 REP,0,4021_3770
4571,3755,890,GE0011,895,240 REP,0,4571_3755
9391,1,890,GE0011,895,240 REP,0,9391_1
9391,2,890,GE0011,895,240 REP,0,9391_2
8003,1,890,GE0011,895,240 REP,0,8003_1
8003,2,890,GE0011,895,240 REP,0,8003_2
8003,1,890,GE0011,896,240 NP,0,8003_1
8003,2,890,GE0011,896,240 NP,0,8003_2
182,110,897,GE0012,897,241 DEM,0,182_110
182,115,897,GE0012,897,241 DEM,0,182_115
182,120,897,GE0012,897,241 DEM,0,182_120
182,130,897,GE0012,897,241 DEM,0,182_130
182,135,897,GE0012,897,241 DEM,0,182_135
182,140,897,GE0012,897,241 DEM,0,182_140
192,155,897,GE0012,897,241 DEM,0,192_155
192,160,897,GE0012,897,241 DEM,0,192_160
192,165,897,GE0012,897,241 DEM,0,192_165
192,170,897,GE0012,897,241 DEM,0,192_170
192,175,897,GE0012,897,241 DEM,0,192_175
192,180,897,GE0012,897,241 DEM,0,192_180
192,185,897,GE0012,897,241 DEM,0,192_185
192,190,897,GE0012,897,241 DEM,0,192_190
202,200,897,GE0012,897,241 DEM,0,202_200
212,215,897,GE0012,897,241 DEM,0,212_215
222,225,897,GE0012,897,241 DEM,0,222_225
382,575,897,GE0012,897,241 DEM,0,382_575
382,580,897,GE0012,897,241 DEM,0,382_580
382,585,897,GE0012,897,241 DEM,0,382_585
382,590,897,GE0012,897,241 DEM,0,382_590
382,595,897,GE0012,897,241 DEM,0,382_595
382,600,897,GE0012,897,241 DEM,0,382_600
382,605,897,GE0012,897,241 DEM,0,382_605
676,915,897,GE0012,897,241 DEM,0,676_915
676,920,897,GE0012,897,241 DEM,0,676_920
677,925,897,GE0012,897,241 DEM,0,677_925
677,930,897,GE0012,897,241 DEM,0,677_930
1862,1950,897,GE0012,897,241 DEM,0,1862_1950
3007,1,897,GE0012,897,241 DEM,0,3007_1
3032,1,897,GE0012,897,241 DEM,0,3032_1
3032,2,897,GE0012,897,241 DEM,0,3032_2
3097,1,897,GE0012,897,241 DEM,0,3097_1
4022,3775,897,GE0012,897,241 DEM,0,4022_3775
4022,3780,897,GE0012,897,241 DEM,0,4022_3780
9392,1,897,GE0012,897,241 DEM,0,9392_1
181,100,897,GE0012,898,241 REP,0,181_100
181,105,897,GE0012,898,241 REP,0,181_105
191,145,897,GE0012,898,241 REP,0,191_145
191,150,897,GE0012,898,241 REP,0,191_150
201,195,897,GE0012,898,241 REP,0,201_195
211,210,897,GE0012,898,241 REP,0,211_210
221,220,897,GE0012,898,241 REP,0,221_220
381,570,897,GE0012,898,241 REP,0,381_570
1861,1940,897,GE0012,898,241 REP,0,1861_1940
1861,1945,897,GE0012,898,241 REP,0,1861_1945
3006,1,897,GE0012,898,241 REP,0,3006_1
3006,2,897,GE0012,898,241 REP,0,3006_2
3031,1,897,GE0012,898,241 REP,0,3031_1
3031,2,897,GE0012,898,241 REP,0,3031_2
3036,1,897,GE0012,898,241 REP,0,3036_1
3096,1,897,GE0012,898,241 REP,0,3096_1
7369,1,897,GE0012,898,241 REP,0,7369_1
4021,3760,897,GE0012,898,241 REP,0,4021_3760
4021,3765,897,GE0012,898,241 REP,0,4021_3765
4021,3770,897,GE0012,898,241 REP,0,4021_3770
4571,3755,897,GE0012,898,241 REP,0,4571_3755
382,575,897,GE0012,899,FED14 DEM,0,382_575
382,580,897,GE0012,899,FED14 DEM,0,382_580
382,585,897,GE0012,899,FED14 DEM,0,382_585
382,590,897,GE0012,899,FED14 DEM,0,382_590
382,595,897,GE0012,899,FED14 DEM,0,382_595
382,600,897,GE0012,899,FED14 DEM,0,382_600
382,605,897,GE0012,899,FED14 DEM,0,382_605
381,570,897,GE0012,900,FED14 REP,0,381_570
182,110,897,GE0012,901,242 DEM,0,182_110
182,115,897,GE0012,901,242 DEM,0,182_115
182,120,897,GE0012,901,242 DEM,0,182_120
182,130,897,GE0012,901,242 DEM,0,182_130
182,135,897,GE0012,901,242 DEM,0,182_135
182,140,897,GE0012,901,242 DEM,0,182_140
192,155,897,GE0012,901,242 DEM,0,192_155
192,160,897,GE0012,901,242 DEM,0,192_160
192,165,897,GE0012,901,242 DEM,0,192_165
192,170,897,GE0012,901,242 DEM,0,192_170
192,175,897,GE0012,901,242 DEM,0,192_175
192,180,897,GE0012,901,242 DEM,0,192_180
192,185,897,GE0012,901,242 DEM,0,192_185
192,190,897,GE0012,901,242 DEM,0,192_190
202,200,897,GE0012,901,242 DEM,0,202_200
212,215,897,GE0012,901,242 DEM,0,212_215
222,225,897,GE0012,901,242 DEM,0,222_225
382,575,897,GE0012,901,242 DEM,0,382_575
382,580,897,GE0012,901,242 DEM,0,382_580
382,585,897,GE0012,901,242 DEM,0,382_585
382,590,897,GE0012,901,242 DEM,0,382_590
382,595,897,GE0012,901,242 DEM,0,382_595
382,600,897,GE0012,901,242 DEM,0,382_600
382,605,897,GE0012,901,242 DEM,0,382_605
676,915,897,GE0012,901,242 DEM,0,676_915
676,920,897,GE0012,901,242 DEM,0,676_920
677,925,897,GE0012,901,242 DEM,0,677_925
677,930,897,GE0012,901,242 DEM,0,677_930
1862,1950,897,GE0012,901,242 DEM,0,1862_1950
3007,1,897,GE0012,901,242 DEM,0,3007_1
3032,1,897,GE0012,901,242 DEM,0,3032_1
3032,2,897,GE0012,901,242 DEM,0,3032_2
3097,1,897,GE0012,901,242 DEM,0,3097_1
4022,3775,897,GE0012,901,242 DEM,0,4022_3775
4022,3780,897,GE0012,901,242 DEM,0,4022_3780
9392,1,897,GE0012,901,242 DEM,0,9392_1
8003,1,897,GE0012,901,242 DEM,0,8003_1
8003,2,897,GE0012,901,242 DEM,0,8003_2
181,100,897,GE0012,902,242 REP,0,181_100
181,105,897,GE0012,902,242 REP,0,181_105
191,145,897,GE0012,902,242 REP,0,191_145
191,150,897,GE0012,902,242 REP,0,191_150
201,195,897,GE0012,902,242 REP,0,201_195
211,210,897,GE0012,902,242 REP,0,211_210
221,220,897,GE0012,902,242 REP,0,221_220
381,570,897,GE0012,902,242 REP,0,381_570
1861,1940,897,GE0012,902,242 REP,0,1861_1940
1861,1945,897,GE0012,902,242 REP,0,1861_1945
3006,1,897,GE0012,902,242 REP,0,3006_1
3006,2,897,GE0012,902,242 REP,0,3006_2
3031,1,897,GE0012,902,242 REP,0,3031_1
3031,2,897,GE0012,902,242 REP,0,3031_2
3036,1,897,GE0012,902,242 REP,0,3036_1
3096,1,897,GE0012,902,242 REP,0,3096_1
7369,1,897,GE0012,902,242 REP,0,7369_1
4021,3760,897,GE0012,902,242 REP,0,4021_3760
4021,3765,897,GE0012,902,242 REP,0,4021_3765
4021,3770,897,GE0012,902,242 REP,0,4021_3770
4571,3755,897,GE0012,902,242 REP,0,4571_3755
8003,1,897,GE0012,902,242 REP,0,8003_1
8003,2,897,GE0012,902,242 REP,0,8003_2
8003,1,897,GE0012,903,242 NP,0,8003_1
8003,2,897,GE0012,903,242 NP,0,8003_2
182,110,904,GE0013,904,243 DEM,0,182_110
182,115,904,GE0013,904,243 DEM,0,182_115
182,120,904,GE0013,904,243 DEM,0,182_120
182,130,904,GE0013,904,243 DEM,0,182_130
182,135,904,GE0013,904,243 DEM,0,182_135
182,140,904,GE0013,904,243 DEM,0,182_140
192,155,904,GE0013,904,243 DEM,0,192_155
192,160,904,GE0013,904,243 DEM,0,192_160
192,165,904,GE0013,904,243 DEM,0,192_165
192,170,904,GE0013,904,243 DEM,0,192_170
192,175,904,GE0013,904,243 DEM,0,192_175
192,180,904,GE0013,904,243 DEM,0,192_180
192,185,904,GE0013,904,243 DEM,0,192_185
192,190,904,GE0013,904,243 DEM,0,192_190
202,200,904,GE0013,904,243 DEM,0,202_200
212,215,904,GE0013,904,243 DEM,0,212_215
222,225,904,GE0013,904,243 DEM,0,222_225
382,575,904,GE0013,904,243 DEM,0,382_575
382,580,904,GE0013,904,243 DEM,0,382_580
382,585,904,GE0013,904,243 DEM,0,382_585
382,590,904,GE0013,904,243 DEM,0,382_590
382,595,904,GE0013,904,243 DEM,0,382_595
382,600,904,GE0013,904,243 DEM,0,382_600
382,605,904,GE0013,904,243 DEM,0,382_605
676,915,904,GE0013,904,243 DEM,0,676_915
676,920,904,GE0013,904,243 DEM,0,676_920
677,925,904,GE0013,904,243 DEM,0,677_925
677,930,904,GE0013,904,243 DEM,0,677_930
1112,1220,904,GE0013,904,243 DEM,0,1112_1220
2022,2120,904,GE0013,904,243 DEM,0,2022_2120
3007,1,904,GE0013,904,243 DEM,0,3007_1
3032,1,904,GE0013,904,243 DEM,0,3032_1
3032,2,904,GE0013,904,243 DEM,0,3032_2
3097,1,904,GE0013,904,243 DEM,0,3097_1
4022,3775,904,GE0013,904,243 DEM,0,4022_3775
4022,3780,904,GE0013,904,243 DEM,0,4022_3780
181,100,904,GE0013,905,243 REP,0,181_100
181,105,904,GE0013,905,243 REP,0,181_105
191,145,904,GE0013,905,243 REP,0,191_145
191,150,904,GE0013,905,243 REP,0,191_150
201,195,904,GE0013,905,243 REP,0,201_195
211,210,904,GE0013,905,243 REP,0,211_210
221,220,904,GE0013,905,243 REP,0,221_220
381,570,904,GE0013,905,243 REP,0,381_570
1111,1215,904,GE0013,905,243 REP,0,1111_1215
2021,2115,904,GE0013,905,243 REP,0,2021_2115
3006,1,904,GE0013,905,243 REP,0,3006_1
3006,2,904,GE0013,905,243 REP,0,3006_2
3031,1,904,GE0013,905,243 REP,0,3031_1
3031,2,904,GE0013,905,243 REP,0,3031_2
3036,1,904,GE0013,905,243 REP,0,3036_1
3096,1,904,GE0013,905,243 REP,0,3096_1
7369,1,904,GE0013,905,243 REP,0,7369_1
4021,3760,904,GE0013,905,243 REP,0,4021_3760
4021,3765,904,GE0013,905,243 REP,0,4021_3765
4021,3770,904,GE0013,905,243 REP,0,4021_3770
4571,3755,904,GE0013,905,243 REP,0,4571_3755
382,575,904,GE0013,906,FED14 DEM,0,382_575
382,580,904,GE0013,906,FED14 DEM,0,382_580
382,585,904,GE0013,906,FED14 DEM,0,382_585
382,590,904,GE0013,906,FED14 DEM,0,382_590
382,595,904,GE0013,906,FED14 DEM,0,382_595
382,600,904,GE0013,906,FED14 DEM,0,382_600
382,605,904,GE0013,906,FED14 DEM,0,382_605
381,570,904,GE0013,907,FED14 REP,0,381_570
182,110,908,GE0014,908,244 DEM,0,182_110
182,115,908,GE0014,908,244 DEM,0,182_115
